#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Crotalus_horridus_GBKC01_id_lcl|GBKC01001862.1_prot_JAG44208.1_1          -          Ldl_recept_a         PF00057.21   1.5e-83  273.0 142.6   6.6e-15   53.3  11.5   8.2   8   1   1   9   9   8   7 -
Crotalus_horridus_GBKD01_id_lcl|GBKD01001121.1_prot_JAG46497.1_1          -          Ldl_recept_a         PF00057.21   1.5e-83  273.0 142.6   6.6e-15   53.3  11.5   8.2   8   1   1   9   9   8   7 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006518.1.p1 -          Ldl_recept_a         PF00057.21   3.5e-83  271.8 155.3   1.9e-13   48.7  13.0   9.2   9   0   0   9   9   8   8 -
Boiga_irregularis_GBSH01_id_lcl|GBSH01001457.1_prot_JAG67569.1_1          -          Ldl_recept_a         PF00057.21   3.8e-82  268.5 136.2     3e-14   51.2  11.0   8.0   8   1   0   8   8   7   7 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005700.1.p1        -          Ldl_recept_a         PF00057.21     2e-80  263.0 164.6   9.3e-13   46.4   7.6   9.2   9   0   0   9   9   9   9 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01033432.1.p1            -          Ldl_recept_a         PF00057.21   2.7e-77  252.9 252.3   4.7e-13   47.4  14.8  14.4  16   0   0  16  16  10  10 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005703.1.p1        -          Ldl_recept_a         PF00057.21   2.9e-76  249.6 121.0   5.3e-13   47.2   8.4   7.2   7   0   0   7   7   7   7 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005712.1.p1        -          Ldl_recept_a         PF00057.21   2.9e-76  249.6 121.0   5.3e-13   47.2   8.4   7.2   7   0   0   7   7   7   7 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005678.1.p2        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005679.1.p2        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005680.1.p1        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005681.1.p1        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005682.1.p1        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005683.1.p1        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005684.1.p1        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005685.1.p1        -          Ldl_recept_a         PF00057.21   9.9e-75  244.7 135.6   2.8e-13   48.1  14.4   8.4   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005675.1.p3        -          Ldl_recept_a         PF00057.21   1.7e-73  240.8 147.2   9.3e-13   46.4   7.6   8.2   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005678.1.p1        -          Ldl_recept_a         PF00057.21   1.7e-73  240.8 147.2   9.3e-13   46.4   7.6   8.2   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005686.1.p2        -          Ldl_recept_a         PF00057.21   1.7e-73  240.8 147.2   9.3e-13   46.4   7.6   8.2   8   0   0   8   8   8   8 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01033720.1.p1           -          Ldl_recept_a         PF00057.21   7.2e-66  216.4 166.3   4.9e-10   37.7  13.4   9.3   9   0   0   9   9   9   9 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007892.1.p1 -          Ldl_recept_a         PF00057.21   1.5e-65  215.3 144.8   2.1e-12   45.3  10.2   8.2   8   0   0   8   8   8   8 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005679.1.p1        -          Ldl_recept_a         PF00057.21   1.3e-64  212.4 130.3   8.6e-13   46.5   7.6   7.2   7   0   0   7   7   7   7 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005697.1.p3        -          Ldl_recept_a         PF00057.21   1.3e-64  212.4 130.3   8.6e-13   46.5   7.6   7.2   7   0   0   7   7   7   7 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01005708.1.p3        -          Ldl_recept_a         PF00057.21   1.3e-64  212.4 130.3   8.6e-13   46.5   7.6   7.2   7   0   0   7   7   7   7 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000811.1.p1        -          Ldl_recept_a         PF00057.21   2.6e-63  208.2 102.9   6.9e-12   43.7  11.2   6.4   6   0   0   6   6   6   6 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01033092.1.p1       -          Ldl_recept_a         PF00057.21   3.4e-63  207.8 125.1     1e-10   39.9  11.8   7.7   6   1   2   8   8   8   7 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000948.1.p1        -          Ldl_recept_a         PF00057.21   1.1e-61  203.0 103.7   1.8e-12   45.5   7.0   6.4   6   0   0   6   6   6   6 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000076.1.p1        -          Ldl_recept_a         PF00057.21   1.1e-61  203.0 103.7   1.8e-12   45.5   7.0   6.4   6   0   0   6   6   6   6 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023669.1.p1        -          Ldl_recept_a         PF00057.21   7.8e-61  200.3 146.7   2.4e-12   45.1  14.2   9.5   9   0   0   9   9   7   7 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01055302.1.p1        -          Ldl_recept_a         PF00057.21   7.8e-59  193.9 122.2     6e-11   40.6  11.4   9.6   9   0   0   9   9   9   8 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000978.1.p1        -          Ldl_recept_a         PF00057.21   7.4e-58  190.7  93.9   2.4e-12   45.1  14.9   5.3   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000692.1.p1        -          Ldl_recept_a         PF00057.21   1.7e-57  189.6  93.9   2.9e-12   44.8  14.9   5.4   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000157.1.p1        -          Ldl_recept_a         PF00057.21   5.5e-57  187.9  85.4   2.5e-12   45.0  10.6   5.5   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01001022.1.p1        -          Ldl_recept_a         PF00057.21   5.5e-57  187.9  85.4   2.5e-12   45.0  10.6   5.5   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000437.1.p1        -          Ldl_recept_a         PF00057.21   1.5e-54  180.1  84.8   6.5e-13   46.9   6.8   5.2   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000906.1.p1        -          Ldl_recept_a         PF00057.21   1.5e-54  180.1  84.8   6.5e-13   46.9   6.8   5.2   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000967.1.p1        -          Ldl_recept_a         PF00057.21   4.5e-54  178.6  94.2   5.5e-13   47.2  10.6   5.4   5   0   0   5   5   5   5 -
Xibalbanus_tulumensis_GAJM01.transdecoder.pep_id_GAJM01000337.1.p1        -          Ldl_recept_a         PF00057.21   5.1e-54  178.5  90.0   5.6e-12   43.9  11.6   5.1   5   0   0   5   5   5   5 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008314.1.p1 -          Ldl_recept_a         PF00057.21   1.9e-53  176.7 111.3   7.7e-11   40.3   7.0   7.2   7   0   0   7   7   7   7 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006411.1.p1 -          Ldl_recept_a         PF00057.21   3.5e-53  175.8 129.9   9.4e-10   36.8  13.2   7.4   7   1   0   7   7   7   7 -
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001485.1.p1 -          Ldl_recept_b         PF00058.20  3.2e-176  569.9  67.3   3.9e-13   47.9   0.2  20.6  20   0   0  20  20  20  20 -
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045436.1.p1           -          Ldl_recept_b         PF00058.20  1.5e-123  401.3  81.1   6.3e-11   40.8   0.2  34.2  35   1   0  35  35  35  24 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01002033.1.p1          -          Ldl_recept_b         PF00058.20   1.3e-84  276.7  45.3   5.6e-08   31.4   0.1  17.7  18   0   0  18  18  18  14 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063586.1.p1       -          Ldl_recept_b         PF00058.20   2.7e-80  262.9  23.6     1e-14   53.0   0.1  10.4   9   1   0   9   9   9   9 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01037778.1.p1          -          Ldl_recept_b         PF00058.20   1.9e-79  260.1  37.2   4.7e-07   28.4   0.9  17.3  17   1   0  17  17  17  14 -
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01035709.1.p1      -          Ldl_recept_b         PF00058.20   1.2e-54  180.8   5.4   1.9e-13   48.9   0.0   5.4   5   0   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01055244.1.p1        -          Lectin_C             PF00059.24  2.3e-156  509.2  46.0   9.8e-25   85.6   0.1   8.7   9   0   0   9   9   9   8 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01070506.1.p1        -          Lectin_C             PF00059.24  3.8e-136  444.2  35.6   7.7e-25   86.0   0.1   7.8   8   0   0   8   8   8   7 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01013549.1.p1        -          Lectin_C             PF00059.24  4.8e-136  443.8  48.6   2.5e-23   81.1   0.3   8.9   9   0   0   9   9   8   8 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01001596.1.p1        -          Lectin_C             PF00059.24  2.1e-134  438.6  43.2   1.6e-23   81.7   0.9   8.2   8   0   0   8   8   8   8 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01026078.1.p1       -          Lectin_C             PF00059.24    8e-109  356.2  42.7   2.4e-21   74.7   5.1   7.8   8   0   0   8   8   7   7 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01019510.1.p1        -          Lectin_C             PF00059.24  1.7e-105  345.5  18.1   1.8e-25   88.0   0.1   7.3   7   0   0   7   7   7   6 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004525.1.p1 -          Lectin_C             PF00059.24  3.6e-105  344.5  31.3     1e-21   75.9   0.1   7.4   7   0   0   7   7   7   7 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01022580.1.p1       -          Lectin_C             PF00059.24   9.3e-94  307.7  30.0   2.9e-20   71.3   0.1   5.7   5   1   0   5   5   5   5 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01058054.1.p1        -          Lectin_C             PF00059.24   9.8e-91  298.0  30.7   2.1e-21   74.9   2.7   5.2   5   0   0   5   5   5   5 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01029504.1.p1       -          Lectin_C             PF00059.24   1.5e-73  242.7  13.6   1.6e-22   78.5   0.2   4.6   4   0   0   4   4   4   4 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01029502.1.p1       -          Lectin_C             PF00059.24   1.4e-70  233.2  20.5   3.4e-22   77.5   0.1   4.7   5   0   0   5   5   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01032249.1.p1        -          Lectin_C             PF00059.24   1.1e-65  217.4   8.4   3.4e-25   87.1   0.1   4.1   4   0   0   4   4   4   3 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031989.1.p1        -          Lectin_C             PF00059.24   1.2e-65  217.3   8.4   3.5e-25   87.1   0.1   4.1   4   0   0   4   4   4   3 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031989.1.p2        -          Lectin_C             PF00059.24   7.7e-64  211.5  22.6   1.3e-21   75.6   2.7   4.2   4   0   0   4   4   4   4 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01019717.1.p1       -          Lectin_C             PF00059.24   1.5e-53  178.4  13.1   2.2e-21   74.8   0.4   3.3   3   0   0   3   3   3   3 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01019718.1.p1       -          Lectin_C             PF00059.24   1.7e-53  178.2  13.1   2.3e-21   74.8   0.4   3.3   3   0   0   3   3   3   3 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01029501.1.p1       -          Lectin_C             PF00059.24   3.2e-53  177.3  12.1   4.1e-18   64.3   0.2   4.4   4   0   0   4   4   4   4 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026113.1.p1 -          Linker_histone       PF00538.22   3.1e-54  179.5   0.2   2.4e-18   64.5   0.0   3.1   3   0   0   3   3   3   3 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012253.1.p1 -          Linker_histone       PF00538.22   1.3e-53  177.4   0.2   4.1e-18   63.7   0.0   3.2   3   0   0   3   3   3   3 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015077.1.p1 -          Linker_histone       PF00538.22   2.2e-53  176.7   0.2   4.9e-18   63.5   0.0   3.3   3   0   0   3   3   3   3 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01072019.1.p1        -          Lipase               PF00151.22  8.3e-117  388.5   0.0  1.1e-116  388.1   0.0   1.1   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023474.1.p1        -          Lipase               PF00151.22  8.8e-117  388.4   0.0  1.1e-116  388.0   0.0   1.1   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01000907.1.p1        -          Lipase               PF00151.22  1.8e-116  387.4   0.0  2.1e-116  387.1   0.0   1.0   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01035401.1.p1        -          Lipase               PF00151.22  5.5e-108  359.5   0.0  8.5e-108  358.8   0.0   1.2   1   0   0   1   1   1   1 -
Crotalus_horridus_GBKC01_id_lcl|GBKC01001165.1_prot_JAG44905.1_1          -          Lipase               PF00151.22  1.9e-105  351.1   0.0  5.9e-105  349.5   0.0   1.6   2   0   0   2   2   2   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01042012.1.p1        -          Lipase               PF00151.22  9.1e-103  342.3   0.0  1.3e-102  341.8   0.0   1.1   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01027902.1.p1        -          Lipase               PF00151.22  1.5e-102  341.6   0.0    2e-102  341.2   0.0   1.1   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071901.1.p1        -          Lipase               PF00151.22   2.4e-98  327.8   0.0   2.8e-98  327.5   0.0   1.1   1   0   0   1   1   1   1 -
Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000661.1.p1    -          Lipase               PF00151.22   1.7e-94  315.1   0.0   2.2e-94  314.7   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01025297.1.p1           -          Lipase               PF00151.22     7e-94  313.1   0.0     1e-93  312.6   0.0   1.2   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01000721.1.p1 -          Lipase               PF00151.22   5.7e-91  303.5   0.0   7.3e-91  303.2   0.0   1.1   1   0   0   1   1   1   1 -
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000285.1.p1          -          Lipase               PF00151.22   5.9e-86  287.0   0.0   9.3e-86  286.4   0.0   1.2   1   0   0   1   1   1   1 -
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01008653.1.p1        -          Lipase               PF00151.22   1.2e-84  282.8   0.8   3.1e-84  281.4   0.0   2.1   2   0   0   2   2   1   1 -
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01001012.1.p1  -          Lipase               PF00151.22   1.9e-83  278.8   0.5   5.6e-82  274.0   0.5   2.2   1   1   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01006400.1.p1 -          Lipase               PF00151.22   1.3e-82  276.1   0.0   1.6e-82  275.8   0.0   1.0   1   0   0   1   1   1   1 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01000893.1.p1       -          Lipase               PF00151.22   4.8e-81  270.9   0.0   6.3e-81  270.5   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1           -          Lipase               PF00151.22   1.5e-75  252.9   0.0     2e-75  252.4   0.0   1.2   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01013753.1.p1           -          Lipase               PF00151.22   3.1e-74  248.5   0.0   4.5e-74  248.0   0.0   1.2   1   0   0   1   1   1   1 -
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000434.1_prot_JAV47955.1_1            -          Lipase               PF00151.22   1.8e-73  246.0   0.1   2.7e-73  245.4   0.1   1.2   1   0   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01014146.1.p1           -          Lipase               PF00151.22   5.2e-72  241.2   1.2   5.7e-72  241.1   1.2   1.0   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01001096.1.p1 -          Lipase               PF00151.22   3.5e-71  238.5   0.5   3.8e-57  192.3   0.0   2.0   2   0   0   2   2   2   2 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01018357.1.p1           -          Lipase               PF00151.22   6.2e-71  237.7   0.1   8.1e-71  237.3   0.1   1.1   1   0   0   1   1   1   1 -
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023658.1.p1        -          Lipase               PF00151.22   1.7e-69  232.9   0.4     2e-69  232.7   0.4   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01031791.1.p1           -          Lipase               PF00151.22   1.9e-68  229.5   0.0   2.5e-68  229.1   0.0   1.1   1   0   0   1   1   1   1 -
Glycera_tridactyla_GARU01.transdecoder.pep_id_GARU01000965.1.p1           -          Lipase               PF00151.22   2.2e-65  219.4   0.0   2.5e-65  219.2   0.0   1.0   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008617.1.p1 -          Lipase               PF00151.22   4.9e-65  218.3   0.5   2.6e-57  192.8   0.0   2.0   2   0   0   2   2   2   2 -
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000760.1.p1          -          Lipase               PF00151.22   1.9e-63  213.1   0.0   2.4e-63  212.7   0.0   1.1   1   0   0   1   1   1   1 -
Trichomalopsis_sarcophagae_GFPB01.transdecoder.pep_id_GFPB01000227.1.p1   -          Lipase               PF00151.22   3.1e-63  212.4   0.0     4e-63  212.0   0.0   1.1   1   0   0   1   1   1   1 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005784.1.p1 -          Lipase               PF00151.22   9.8e-63  210.7   0.0   1.1e-62  210.6   0.0   1.0   1   0   0   1   1   1   1 -
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000426.1.p1             -          Lipase               PF00151.22   1.1e-62  210.6   0.0   1.4e-62  210.2   0.0   1.1   1   0   0   1   1   1   1 -
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000433.1.p1          -          Lipase               PF00151.22   1.7e-62  209.9   0.0   2.1e-62  209.6   0.0   1.1   1   0   0   1   1   1   1 -
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01005219.1.p1       -          Lipase               PF00151.22   4.7e-62  208.5   0.0   5.8e-62  208.2   0.0   1.1   1   0   0   1   1   1   1 -
Trichomalopsis_sarcophagae_GFPB01.transdecoder.pep_id_GFPB01000626.1.p1   -          Lipase               PF00151.22   5.8e-62  208.2   0.0     7e-62  207.9   0.0   1.0   1   0   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01012352.1.p2           -          Lipase               PF00151.22   2.8e-61  205.9   0.0   3.5e-61  205.6   0.0   1.1   1   0   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01013466.1.p3           -          Lipase               PF00151.22   2.8e-61  205.9   0.0   3.5e-61  205.6   0.0   1.1   1   0   0   1   1   1   1 -
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000261.1.p1             -          Lipase               PF00151.22   6.4e-61  204.7   0.0   7.8e-61  204.4   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01025561.1.p2           -          Lipase               PF00151.22   9.5e-60  200.9   0.0   1.3e-59  200.5   0.0   1.2   1   0   0   1   1   1   1 -
Trichomalopsis_sarcophagae_GFPB01.transdecoder.pep_id_GFPB01000689.1.p1   -          Lipase               PF00151.22   2.7e-59  199.4   1.3   3.5e-59  199.0   1.3   1.1   1   0   0   1   1   1   1 -
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01021438.1.p1           -          Lipase               PF00151.22   5.9e-59  198.3   0.0   9.4e-59  197.6   0.0   1.3   1   1   0   1   1   1   1 -
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000260.1.p1             -          Lipase               PF00151.22   1.7e-58  196.8   0.1   2.3e-58  196.3   0.1   1.2   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01018105.1.p1           -          Lipase               PF00151.22   1.7e-58  196.7   1.4   2.4e-58  196.3   1.4   1.2   1   0   0   1   1   1   1 -
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000055.1.p1             -          Lipase               PF00151.22   2.1e-58  196.4   0.0   2.7e-58  196.1   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01027710.1.p1           -          Lipase               PF00151.22     8e-58  194.6   0.0   1.9e-57  193.3   0.0   1.5   1   1   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01014927.1.p1           -          Lipase               PF00151.22   1.2e-57  194.0   0.1   3.3e-57  192.5   0.1   1.6   1   1   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01012352.1.p1           -          Lipase               PF00151.22   1.5e-57  193.7   0.0     2e-57  193.3   0.0   1.1   1   0   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01013466.1.p2           -          Lipase               PF00151.22   1.5e-57  193.7   0.0     2e-57  193.3   0.0   1.1   1   0   0   1   1   1   1 -
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01004682.1.p1           -          Lipase               PF00151.22   1.8e-57  193.4   0.0   2.4e-57  193.0   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01030730.1.p1           -          Lipase               PF00151.22   5.6e-57  191.8   0.0   1.1e-56  190.8   0.0   1.4   1   1   0   1   1   1   1 -
Trichomalopsis_sarcophagae_GFPB01.transdecoder.pep_id_GFPB01000690.1.p1   -          Lipase               PF00151.22   6.8e-57  191.5   0.7   9.3e-57  191.1   0.7   1.2   1   0   0   1   1   1   1 -
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000450.1.p1          -          Lipase               PF00151.22   8.2e-57  191.2   0.0   9.7e-57  191.0   0.0   1.1   1   0   0   1   1   1   1 -
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000451.1.p1          -          Lipase               PF00151.22   9.8e-57  191.0   0.0   1.2e-56  190.6   0.0   1.1   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01033479.1.p1           -          Lipase               PF00151.22   1.2e-56  190.7   0.0   1.7e-56  190.2   0.0   1.2   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01020894.1.p1           -          Lipase               PF00151.22   1.4e-56  190.5   3.3   3.5e-48  162.9   0.1   2.0   2   0   0   2   2   2   2 -
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009700.1.p1 -          Lipase               PF00151.22     2e-56  190.0   0.0   2.3e-56  189.8   0.0   1.0   1   0   0   1   1   1   1 -
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000232.1.p1             -          Lipase               PF00151.22   2.5e-56  189.7   0.1   3.4e-56  189.2   0.1   1.2   1   0   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01026292.1.p1           -          Lipase               PF00151.22   3.8e-56  189.1   0.0     5e-56  188.7   0.0   1.0   1   0   0   1   1   1   1 -
Urolepis_rufipes_GFPA01.transdecoder.pep_id_GFPA01000267.1.p1             -          Lipase               PF00151.22     5e-56  188.6   0.1   6.5e-56  188.3   0.1   1.1   1   0   0   1   1   1   1 -
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000744.1.p1          -          Lipase               PF00151.22   5.3e-56  188.6   0.5     7e-56  188.2   0.5   1.1   1   0   0   1   1   1   1 -
Nasonia_vitripennis_GFPC01.transdecoder.pep_id_GFPC01000754.1.p1          -          Lipase               PF00151.22   1.4e-55  187.1   0.1     2e-55  186.7   0.1   1.2   1   0   0   1   1   1   1 -
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01024569.1.p1           -          Lipase               PF00151.22   2.1e-55  186.6   0.1   4.4e-55  185.6   0.1   1.4   1   1   0   1   1   1   1 -
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01026121.1.p1           -          Lipase               PF00151.22   2.3e-55  186.5   0.0   3.4e-55  185.9   0.0   1.2   1   1   0   1   1   1   1 -
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01001200.1.p1           -          Lipase               PF00151.22   1.6e-54  183.7   0.0   2.1e-54  183.3   0.0   1.1   1   0   0   1   1   1   1 -
