hit_id	length	cysteine_content	pfam_query_accession	pfam_query_name
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071503.1.p1	428	0.02	PF00326.24	Peptidase_S9
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071705.1.p1	448	0.02	PF00326.24	Peptidase_S9
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01051303.1.p1	440	0.02	PF00326.24	Peptidase_S9
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000260.1.p1	250	0.01	PF00326.24	Peptidase_S9
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01007674.1.p1	239	0.01	PF00326.24	Peptidase_S9
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01000400.1.p1	361	0.02	PF00326.24	Peptidase_S9
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01005577.1.p1	699	0.02	PF00326.24	Peptidase_S9
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01048806.1.p1	355	0.02	PF00326.24	Peptidase_S9
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01015807.1.p2	277	0.01	PF00326.24	Peptidase_S9
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01037492.1.p2	226	0.01	PF00326.24	Peptidase_S9
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000738.1.p1	246	0.01	PF00326.24	Peptidase_S9
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042718.1.p1	233	0.01	PF00326.24	Peptidase_S9
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01001206.1.p1	354	0.02	PF00326.24	Peptidase_S9
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01002233.1.p1	354	0.02	PF00326.24	Peptidase_S9
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01017077.1.p2	226	0.01	PF00326.24	Peptidase_S9
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020913.1.p1	759	0.02	PF01663.25	Phosphodiest
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000060.1.p1	848	0.03	PF01663.25	Phosphodiest
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000059.1.p1	851	0.04	PF01663.25	Phosphodiest
Dendroaspis_viridis_GHPC01.transdecoder.pep_id_GHPC01000041.1.p1	604	0.05	PF01663.25	Phosphodiest
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000039.1_prot_JAS05450.1_1	810	0.03	PF01663.25	Phosphodiest
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01001728.1_prot_JAA96215.1_1	827	0.03	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01028251.1.p1	943	0.04	PF01663.25	Phosphodiest
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003059.1_prot_JAA94884.1_1	851	0.04	PF01663.25	Phosphodiest
Crotalus_horridus_GBKC01_id_lcl|GBKC01002421.1_prot_JAG43649.1_1	851	0.04	PF01663.25	Phosphodiest
Crotalus_horridus_GBKD01_id_lcl|GBKD01001491.1_prot_JAG46127.1_1	851	0.04	PF01663.25	Phosphodiest
Crotalus_horridus_GDBD01_id_lcl|GDBD01000037.1_prot_JAS04861.1_1	851	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000407.1.p1	880	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000415.1.p1	880	0.04	PF01663.25	Phosphodiest
Dendroaspis_jamesoni_kaimosae_GHPB01.transdecoder.pep_id_GHPB01000020.1.p1	857	0.04	PF01663.25	Phosphodiest
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000332.1.p1	812	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000416.1.p1	880	0.04	PF01663.25	Phosphodiest
Bothrops_atrox_GEDR01_id_lcl|GEDR01000078.1_prot_JAV01884.1_1	810	0.03	PF01663.25	Phosphodiest
Dendroaspis_polylepis_GHPD01.transdecoder.pep_id_GHPD01000024.1.p1	753	0.03	PF01663.25	Phosphodiest
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020914.1.p1	792	0.02	PF01663.25	Phosphodiest
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000050.1.p1	672	0.05	PF01663.25	Phosphodiest
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01029073.1.p1	801	0.04	PF01663.25	Phosphodiest
Micrurus_fulvius_GAEP01_id_lcl|GAEP01002007.1_prot_JAB52814.1_1	853	0.04	PF01663.25	Phosphodiest
Micrurus_tener_GDBH01_id_lcl|GDBH01000091.1_prot_JAS05142.1_1	853	0.04	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01034188.1.p1	752	0.02	PF01663.25	Phosphodiest
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000055.1.p1	536	0.05	PF01663.25	Phosphodiest
Naja_philippinensis_GIJK01.transdecoder.pep_id_GIJK01000005.1.p1	858	0.04	PF01663.25	Phosphodiest
Naja_nigricollis_GIJG01.transdecoder.pep_id_GIJG01000016.1.p1	890	0.04	PF01663.25	Phosphodiest
Naja_haje_GHRV01.transdecoder.pep_id_GHRV01000010.1.p1	860	0.04	PF01663.25	Phosphodiest
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000029.1.p1	895	0.04	PF01663.25	Phosphodiest
Naja_annulifera_GIJD01.transdecoder.pep_id_GIJD01000007.1.p1	858	0.04	PF01663.25	Phosphodiest
Vipera_aspis_GIJB01.transdecoder.pep_id_GIJB01000021.1.p1	867	0.04	PF01663.25	Phosphodiest
Dendroaspis_jamesoni_jamesoni_GHPA01.transdecoder.pep_id_GHPA01000030.1.p1	854	0.04	PF01663.25	Phosphodiest
Hemachatus_haemachatus_GIJC01.transdecoder.pep_id_GIJC01000018.1.p1	873	0.04	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01065023.1.p1	890	0.04	PF01663.25	Phosphodiest
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000016.1.p1	904	0.04	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01054158.1.p1	727	0.05	PF01663.25	Phosphodiest
Boiga_irregularis_GBSH01_id_lcl|GBSH01001925.1_prot_JAG67101.1_1	890	0.04	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069321.1.p1	561	0.04	PF01663.25	Phosphodiest
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01000009.1.p1	890	0.04	PF01663.25	Phosphodiest
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000314.1.p1	431	0.01	PF01663.25	Phosphodiest
Naja_naja_GHRX01.transdecoder.pep_id_GHRX01000040.1.p1	484	0.05	PF01663.25	Phosphodiest
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01005530.1.p1	323	0.02	PF01663.25	Phosphodiest
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000011.1.p1	452	0.05	PF01663.25	Phosphodiest
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01000092.1.p1	644	0.04	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01053695.1.p1	885	0.04	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01031106.1.p1	900	0.04	PF01663.25	Phosphodiest
Hypsiglena_sp._JMG-2014_GBSI01_id_lcl|GBSI01000042.1_prot_JAC96453.1_1	453	0.02	PF01663.25	Phosphodiest
Hypsiglena_sp._JMG-2014_GDBE01_id_lcl|GDBE01000042.1_prot_JAS04935.1_1	453	0.02	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000411.1.p1	849	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000409.1.p1	857	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000408.1.p1	885	0.04	PF01663.25	Phosphodiest
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01021726.1.p1	476	0.02	PF01663.25	Phosphodiest
Boiga_irregularis_GBSH01_id_lcl|GBSH01000091.1_prot_JAG68933.1_1	453	0.02	PF01663.25	Phosphodiest
Boiga_irregularis_GDBA01_id_lcl|GDBA01000091.1_prot_JAS04570.1_1	453	0.02	PF01663.25	Phosphodiest
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000034.1_prot_JAS04519.1_1	453	0.02	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000406.1.p1	415	0.02	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000395.1.p1	854	0.04	PF01663.25	Phosphodiest
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000035.1.p1	860	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000384.1.p1	882	0.04	PF01663.25	Phosphodiest
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000034.1.p1	888	0.04	PF01663.25	Phosphodiest
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000036.1.p1	899	0.04	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000385.1.p1	453	0.02	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000404.1.p1	453	0.02	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01062073.1.p1	857	0.04	PF01663.25	Phosphodiest
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000037.1_prot_JAS05452.1_1	452	0.02	PF01663.25	Phosphodiest
Sistrurus_tergeminus_GDBI01_id_lcl|GDBI01000054.1_prot_JAS05313.1_1	452	0.02	PF01663.25	Phosphodiest
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003057.1_prot_JAA94886.1_1	452	0.02	PF01663.25	Phosphodiest
Crotalus_horridus_GBKC01_id_lcl|GBKC01002423.1_prot_JAG43647.1_1	452	0.02	PF01663.25	Phosphodiest
Crotalus_horridus_GBKD01_id_lcl|GBKD01001490.1_prot_JAG46128.1_1	452	0.02	PF01663.25	Phosphodiest
Crotalus_horridus_GDBD01_id_lcl|GDBD01000036.1_prot_JAS04862.1_1	452	0.02	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01047896.1.p1	462	0.02	PF01663.25	Phosphodiest
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000160.1.p1	431	0.05	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000386.1.p1	915	0.03	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000387.1.p1	943	0.03	PF01663.25	Phosphodiest
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000312.1.p1	419	0.00	PF01663.25	Phosphodiest
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000012.1.p1	435	0.00	PF01663.25	Phosphodiest
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000315.1.p1	370	0.01	PF01663.25	Phosphodiest
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060618.1.p1	440	0.02	PF01663.25	Phosphodiest
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01003058.1_prot_JAA94885.1_1	438	0.01	PF01663.25	Phosphodiest
Crotalus_horridus_GBKC01_id_lcl|GBKC01002422.1_prot_JAG43648.1_1	438	0.01	PF01663.25	Phosphodiest
Sistrurus_tergeminus_GDBI01_id_lcl|GDBI01000055.1_prot_JAS05312.1_1	438	0.01	PF01663.25	Phosphodiest
Sistrurus_miliarius_barbouri_GDBJ01_id_lcl|GDBJ01000038.1_prot_JAS05451.1_1	438	0.01	PF01663.25	Phosphodiest
Agkistrodon_contortrix_GJUG01.transdecoder.pep_id_GJUG01000052.1.p1	438	0.01	PF01663.25	Phosphodiest
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02001716.1_prot_JAV51452.1_1	438	0.01	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000390.1.p1	439	0.01	PF01663.25	Phosphodiest
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000396.1.p1	439	0.01	PF01663.25	Phosphodiest
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01028324.1.p1	439	0.01	PF01663.25	Phosphodiest
Agkistrodon_conanti_GDAZ01_id_lcl|GDAZ01000035.1_prot_JAS04518.1_1	438	0.01	PF01663.25	Phosphodiest
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000035.1.p1	438	0.01	PF01663.25	Phosphodiest
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01022672.1.p1	498	0.01	PF01663.25	Phosphodiest
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01007680.1.p1	439	0.02	PF01663.25	Phosphodiest
Scolopendra_morsitans_GHKQ01.transdecoder.pep_id_GHKQ01000316.1.p1	481	0.01	PF01663.25	Phosphodiest
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01008127.1.p1	462	0.01	PF01663.25	Phosphodiest
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01021939.1.p1	460	0.01	PF01663.25	Phosphodiest
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01020862.1.p1	481	0.01	PF01663.25	Phosphodiest
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000416.1_prot_JAV47973.1_1	449	0.02	PF01663.25	Phosphodiest
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01037851.1.p1	477	0.01	PF01663.25	Phosphodiest
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01005348.1.p1	257	0.01	PF01663.25	Phosphodiest
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002325.1.p1	238	0.02	PF01663.25	Phosphodiest
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004848.1.p1	254	0.01	PF01663.25	Phosphodiest
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01001118.1.p1	467	0.01	PF01663.25	Phosphodiest
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01001374.1.p1	467	0.01	PF01663.25	Phosphodiest
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000049.1.p1	474	0.01	PF01663.25	Phosphodiest
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01001168.1.p1	474	0.01	PF01663.25	Phosphodiest
Naja_sumatrana_GIJN01.transdecoder.pep_id_GIJN01000428.1.p1	341	0.06	PF01663.25	Phosphodiest
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01007809.1.p1	269	0.02	PF01663.25	Phosphodiest
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000008.1.p1	647	0.02	PF01663.25	Phosphodiest
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020381.1.p1	546	0.01	PF04916.16	Phospholip_B
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01010099.1.p1	548	0.01	PF04916.16	Phospholip_B
Centruroides_hentzi_GFWZ01.transdecoder.pep_id_GFWZ01000288.1.p1	545	0.01	PF04916.16	Phospholip_B
Hadrurus_spadix_GFAH01_id_lcl|GFAH01000439.1_prot_JAV47950.1_1	549	0.01	PF04916.16	Phospholip_B
Philodryas_olfersii_GEFE01.transdecoder.pep_id_GEFE01000112.1.p1	509	0.01	PF04916.16	Phospholip_B
Aspidelaps_scutatus_GHOC01.transdecoder.pep_id_GHOC01000083.1.p1	555	0.01	PF04916.16	Phospholip_B
Walterinnesia_aegyptia_GIJO01.transdecoder.pep_id_GIJO01000088.1.p1	555	0.01	PF04916.16	Phospholip_B
Naja_nubiae_GIJI01.transdecoder.pep_id_GIJI01000075.1.p1	554	0.01	PF04916.16	Phospholip_B
Phalotris_mertensi_GEHL01_id_lcl|GEHL01006923.1_prot_JAS03155.1_1	553	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069296.1.p1	554	0.01	PF04916.16	Phospholip_B
Naja_atra_GIJE01.transdecoder.pep_id_GIJE01000056.1.p1	554	0.01	PF04916.16	Phospholip_B
Naja_nigricollis_GIJF01.transdecoder.pep_id_GIJF01000056.1.p1	555	0.01	PF04916.16	Phospholip_B
Naja_annulifera_GIJD01.transdecoder.pep_id_GIJD01000027.1.p1	556	0.01	PF04916.16	Phospholip_B
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000082.1.p1	558	0.01	PF04916.16	Phospholip_B
Scolopocryptops_sexspinosus_GHBZ01.transdecoder.pep_id_GHBZ01000062.1.p1	578	0.01	PF04916.16	Phospholip_B
Hemachatus_haemachatus_GIJC01.transdecoder.pep_id_GIJC01000109.1.p1	551	0.01	PF04916.16	Phospholip_B
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000109.1.p1	554	0.01	PF04916.16	Phospholip_B
Naja_nigricollis_GIJG01.transdecoder.pep_id_GIJG01000085.1.p1	554	0.01	PF04916.16	Phospholip_B
Vipera_aspis_GIJB01.transdecoder.pep_id_GIJB01000097.1.p1	554	0.01	PF04916.16	Phospholip_B
Boiga_irregularis_GBSH01_id_lcl|GBSH01002001.1_prot_JAG67025.1_1	553	0.01	PF04916.16	Phospholip_B
Agkistrodon_conanti_GJUI01.transdecoder.pep_id_GJUI01000044.1.p1	553	0.01	PF04916.16	Phospholip_B
Agkistrodon_contortrix_GJUG01.transdecoder.pep_id_GJUG01000050.1.p1	553	0.01	PF04916.16	Phospholip_B
Agkistrodon_contortrix_contortrix_GDAY02_id_lcl|GDAY02001796.1_prot_JAV49636.1_1	553	0.01	PF04916.16	Phospholip_B
Crotalus_horridus_GAAZ01_id_lcl|GAAZ01001817.1_prot_JAA96126.1_1	553	0.01	PF04916.16	Phospholip_B
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000383.1.p1	554	0.01	PF04916.16	Phospholip_B
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000011.1.p1	554	0.01	PF04916.16	Phospholip_B
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000380.1.p1	554	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01061036.1.p1	568	0.01	PF04916.16	Phospholip_B
Micrurus_fulvius_GAEP01_id_lcl|GAEP01002062.1_prot_JAB52759.1_1	549	0.01	PF04916.16	Phospholip_B
Pseudagkistrodon_rudis_GDKV01.transdecoder.pep_id_GDKV01037525.1.p1	495	0.01	PF04916.16	Phospholip_B
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000013.1.p1	567	0.01	PF04916.16	Phospholip_B
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000381.1.p1	570	0.01	PF04916.16	Phospholip_B
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000414.1.p1	570	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069296.1.p2	458	0.01	PF04916.16	Phospholip_B
Naja_siamensis_GIJL01.transdecoder.pep_id_GIJL01000090.1.p1	463	0.01	PF04916.16	Phospholip_B
Naja_philippinensis_GIJK01.transdecoder.pep_id_GIJK01000068.1.p1	444	0.01	PF04916.16	Phospholip_B
Dispholidus_typus_GHOQ01.transdecoder.pep_id_GHOQ01000207.1.p1	499	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01067044.1.p1	418	0.01	PF04916.16	Phospholip_B
Crotalus_durissus_terrificus_HAGK01.transdecoder.pep_id_HAGK01000012.1.p1	521	0.01	PF04916.16	Phospholip_B
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000382.1.p1	520	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045322.1.p1	556	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01052318.1.p1	511	0.01	PF04916.16	Phospholip_B
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01020382.1.p1	380	0.02	PF04916.16	Phospholip_B
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01002750.1.p1	369	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026050.1.p1	390	0.02	PF04916.16	Phospholip_B
Naja_pallida_GIJJ01.transdecoder.pep_id_GIJJ01000067.1.p1	499	0.00	PF04916.16	Phospholip_B
Oxyrhopus_guibei_GEFL01.transdecoder.pep_id_GEFL01000660.1.p1	303	0.02	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01002417.1.p1	408	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01063338.1.p1	403	0.00	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01041392.1.p1	251	0.02	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01069585.1.p1	251	0.02	PF04916.16	Phospholip_B
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000767.1.p1	238	0.02	PF04916.16	Phospholip_B
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01000711.1.p1	618	0.00	PF04916.16	Phospholip_B
Nasonia_giraulti_GFOZ01.transdecoder.pep_id_GFOZ01000595.1.p1	606	0.00	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060108.1.p2	244	0.02	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000827.1.p1	224	0.02	PF04916.16	Phospholip_B
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045489.1.p1	552	0.01	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01016374.1.p1	201	0.01	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01001048.1.p1	237	0.01	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01022623.1.p1	229	0.01	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000775.1.p1	231	0.01	PF04916.16	Phospholip_B
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01000185.1.p1	173	0.00	PF04916.16	Phospholip_B
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01003715.1.p1	582	0.00	PF04916.16	Phospholip_B
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01003716.1.p1	582	0.00	PF04916.16	Phospholip_B
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01001174.1.p1	581	0.01	PF04916.16	Phospholip_B
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01000590.1.p1	593	0.01	PF04916.16	Phospholip_B
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01020920.1.p1	589	0.01	PF04916.16	Phospholip_B
Crotalus_simus_GECP01.transdecoder.pep_id_GECP01000412.1.p1	184	0.02	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01060108.1.p1	253	0.01	PF04916.16	Phospholip_B
Erythrolamprus_miliaris_GEFK01.transdecoder.pep_id_GEFK01000903.1.p1	212	0.00	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01012549.1.p1	286	0.01	PF04916.16	Phospholip_B
Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01066885.1.p1	397	0.02	PF02126.21	PTE
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01004984.1.p1	351	0.02	PF02126.21	PTE
Bothrops_jararaca_GFJM01.transdecoder.pep_id_GFJM01034730.1.p1	216	0.02	PF02126.21	PTE
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01028979.1.p1	350	0.01	PF02126.21	PTE
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01023472.1.p1	354	0.03	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040419.1.p1	352	0.03	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040428.1.p1	352	0.03	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040431.1.p1	352	0.03	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040434.1.p1	352	0.03	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040420.1.p2	242	0.04	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040421.1.p1	242	0.04	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040422.1.p1	242	0.04	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040430.1.p1	242	0.04	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040435.1.p2	242	0.04	PF02126.21	PTE
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01040437.1.p1	242	0.04	PF02126.21	PTE
Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01003435.1.p1	508	0.03	PF07992.17	Pyr_redox_2
Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01017882.1.p1	511	0.02	PF07992.17	Pyr_redox_2
Cotesia_vestalis_GAQF01.transdecoder.pep_id_GAQF01019471.1.p1	508	0.02	PF07992.17	Pyr_redox_2
Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01012688.1.p1	508	0.02	PF07992.17	Pyr_redox_2
Diadromus_collaris_GAPR01.transdecoder.pep_id_GAPR01026465.1.p1	562	0.02	PF07992.17	Pyr_redox_2
Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01025213.1.p1	549	0.02	PF07992.17	Pyr_redox_2
Psyttalia_concolor_GCDX01.transdecoder.pep_id_GCDX01005100.1.p1	508	0.02	PF07992.17	Pyr_redox_2
Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01045846.1.p1	508	0.02	PF07992.17	Pyr_redox_2
Naja_kaouthia_GHRW01.transdecoder.pep_id_GHRW01000147.1.p1	379	0.02	PF07992.17	Pyr_redox_2
Micrurus_fulvius_GAEP01_id_lcl|GAEP01000460.1_prot_JAB54361.1_1	508	0.02	PF07992.17	Pyr_redox_2
Scolopendra_viridis_GGNE01.transdecoder.pep_id_GGNE01000485.1.p1	524	0.02	PF07992.17	Pyr_redox_2
Naja_nivea_GIJH01.transdecoder.pep_id_GIJH01000067.1.p1	513	0.02	PF07992.17	Pyr_redox_2
Conophis_lineatus_GJFD01.transdecoder.pep_id_GJFD01000462.1.p1	509	0.02	PF07992.17	Pyr_redox_2
