"","protein_id","length","cysteine_content","accession_hit","sequence_identity","alignment_length","evalue","bit_score","accession_hit_description","Ref_L","Ratio","Ref_length","Plot","nb_hits","Outlier"
"597","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01042900.1.p1",1115,0.0340807174887892,"P86092",0.298,184,3.174e-16,85,"Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",324,3.44135802469136,324,"Plot 19",126,"Yes"
"598","KAH7952457.1",1138,0.0439367311072056,"P86092",0.27,159,3.602e-09,63,"Zinc metalloproteinase leucurolysin-B (Leuc-B) (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP)",324,3.51234567901235,324,"Plot 19",126,"Yes"
"599","KAH7935957.1",897,0.0211817168338907,"Q6Q252",0.37,208,2.436e-31,131,"Phospholipase A1 1 (PLA1 1) (EC 3.1.1.32) (allergen Pol d 1)",337,2.66172106824926,337,"Plot 20",53,"Yes"
"600","KAH8035669.1",782,0.0179028132992327,"Q6Q252",0.338,220,2.512e-28,122,"Phospholipase A1 1 (PLA1 1) (EC 3.1.1.32) (allergen Pol d 1)",337,2.32047477744807,337,"Plot 20",53,"Yes"
"601","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01004349.1.p1",652,0.0214723926380368,"D8VNT0",0.485,219,5.726e-54,198,"Ryncolin-4",345,1.88985507246377,345,"Plot 20",520,"Yes"
"602","Phoneutria_nigriventer_GFUY01.transdecoder.pep_id_GFUY01015075.1.p1",579,0.0172711571675302,"D8VNT0",0.413,224,2.186e-42,164,"Ryncolin-4",345,1.67826086956522,345,"Plot 20",520,"Yes"
"603","Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009335.1.p1",588,0.0153061224489796,"D8VNT0",0.422,216,1.042e-41,162,"Ryncolin-4",345,1.70434782608696,345,"Plot 20",520,"Yes"
"604","Latrodectus_tredecimguttatus_GANL01.transdecoder.pep_id_GANL01009336.1.p1",588,0.0153061224489796,"D8VNT0",0.422,216,1.042e-41,162,"Ryncolin-4",345,1.70434782608696,345,"Plot 20",520,"Yes"
"605","JAP84699.1",597,0.016750418760469,"D8VNT0",0.402,215,2.532e-38,152,"Ryncolin-4",345,1.7304347826087,345,"Plot 20",520,"Yes"
"606","MAA12116.1",598,0.0167224080267558,"D8VNT0",0.402,215,2.532e-38,152,"Ryncolin-4",345,1.73333333333333,345,"Plot 20",520,"Yes"
"607","Trove_AA_67929",569,0.0123022847100176,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,1.64927536231884,345,"Plot 20",520,"Yes"
"608","Trove_AA_17738",569,0.0105448154657293,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,1.64927536231884,345,"Plot 20",520,"Yes"
"609","KAH7964658.1",592,0.0168918918918919,"D8VNT0",0.407,215,5.337e-39,154,"Ryncolin-4",345,1.71594202898551,345,"Plot 20",520,"Yes"
"610","KAH7962973.1",598,0.0167224080267558,"D8VNT0",0.413,215,5.154e-40,157,"Ryncolin-4",345,1.73333333333333,345,"Plot 20",520,"Yes"
"611","Trove_AA_22311",614,0.011400651465798,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,1.77971014492754,345,"Plot 20",520,"Yes"
"612","Trove_AA_88178",614,0.011400651465798,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,1.77971014492754,345,"Plot 20",520,"Yes"
"613","Trove_AA_70867",774,0.00775193798449612,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,2.24347826086957,345,"Plot 20",520,"Yes"
"614","Trove_AA_88727",833,0.0108043217286915,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,2.41449275362319,345,"Plot 20",520,"Yes"
"615","Trove_AA_15719",833,0.0108043217286915,"D8VNT0",0.479,197,4.001e-46,175,"Ryncolin-4",345,2.41449275362319,345,"Plot 20",520,"Yes"
"616","MCL6778879.1",858,0.0116550116550117,"D8VNT0",0.469,197,9.173e-45,171,"Ryncolin-4",345,2.48695652173913,345,"Plot 20",520,"Yes"
"617","Trove_AA_50990",588,0.0170068027210884,"D8VNT0",0.409,215,2.449e-39,155,"Ryncolin-4",345,1.70434782608696,345,"Plot 20",520,"Yes"
"618","Trove_AA_58769",590,0.0169491525423729,"D8VNT0",0.409,215,2.449e-39,155,"Ryncolin-4",345,1.71014492753623,345,"Plot 20",520,"Yes"
"619","Trove_AA_50801",590,0.0169491525423729,"D8VNT0",0.409,215,2.449e-39,155,"Ryncolin-4",345,1.71014492753623,345,"Plot 20",520,"Yes"
"620","MBY09956.1",566,0.0141342756183745,"D8VNT0",0.419,212,2.363e-40,158,"Ryncolin-4",345,1.64057971014493,345,"Plot 20",520,"Yes"
"621","EEC11935.1",585,0.0153846153846154,"D8VNT0",0.415,213,5.154e-40,157,"Ryncolin-4",345,1.69565217391304,345,"Plot 20",520,"Yes"
"622","KAG0423433.1",585,0.0153846153846154,"D8VNT0",0.415,213,5.154e-40,157,"Ryncolin-4",345,1.69565217391304,345,"Plot 20",520,"Yes"
"623","Trove_AA_174320",590,0.0169491525423729,"D8VNT0",0.408,215,5.337e-39,154,"Ryncolin-4",345,1.71014492753623,345,"Plot 20",520,"Yes"
"624","Trove_AA_37341",590,0.0169491525423729,"D8VNT0",0.408,215,5.337e-39,154,"Ryncolin-4",345,1.71014492753623,345,"Plot 20",520,"Yes"
"625","Trove_AA_46146",590,0.0169491525423729,"D8VNT0",0.408,215,5.337e-39,154,"Ryncolin-4",345,1.71014492753623,345,"Plot 20",520,"Yes"
"626","MCL6790531.1",640,0.01875,"D8VNT0",0.408,215,5.337e-39,154,"Ryncolin-4",345,1.85507246376812,345,"Plot 20",520,"Yes"
"627","KAH9370099.1",673,0.0163447251114413,"D8VNT0",0.433,196,1.163e-38,153,"Ryncolin-4",345,1.95072463768116,345,"Plot 20",520,"Yes"
"628","MOY43615.1",676,0.0177514792899408,"D8VNT0",0.415,213,5.154e-40,157,"Ryncolin-4",345,1.95942028985507,345,"Plot 20",520,"Yes"
"629","JAR89735.1",821,0.00852618757612667,"D8VNT0",0.434,222,1.917e-45,173,"Ryncolin-4",345,2.37971014492754,345,"Plot 20",520,"Yes"
"630","MXV00730.1",870,0.00804597701149425,"D8VNT0",0.434,222,1.917e-45,173,"Ryncolin-4",345,2.52173913043478,345,"Plot 20",520,"Yes"
"631","MDC7213540.1",821,0.00852618757612667,"D8VNT0",0.437,222,4.001e-46,175,"Ryncolin-4",345,2.37971014492754,345,"Plot 20",520,"Yes"
"632","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01016851.1.p1",563,0.019538188277087,"D8VNT0",0.374,250,1.083e-40,159,"Ryncolin-4",345,1.63188405797101,345,"Plot 20",520,"Yes"
"633","Mulenga_Aam-524792",621,0.0177133655394525,"D8VNT0",0.374,200,2.989e-30,128,"Ryncolin-4",345,1.8,345,"Plot 20",520,"Yes"
"634","Trove_AA_47360",671,0.0178837555886736,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,1.94492753623188,345,"Plot 20",520,"Yes"
"635","Trove_AA_61850",768,0.015625,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,2.22608695652174,345,"Plot 20",520,"Yes"
"636","Trove_AA_58367",819,0.0146520146520147,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,2.37391304347826,345,"Plot 20",520,"Yes"
"637","Trove_AA_52325",887,0.0135287485907553,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,2.57101449275362,345,"Plot 20",520,"Yes"
"638","Trove_AA_38466",1048,0.0114503816793893,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,3.03768115942029,345,"Plot 20",520,"Yes"
"639","Trove_AA_202792",1104,0.0108695652173913,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,3.2,345,"Plot 20",520,"Yes"
"640","Trove_AA_207113",1201,0.00999167360532889,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,3.48115942028986,345,"Plot 20",520,"Yes"
"641","Trove_AA_111810",1368,0.010233918128655,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,3.96521739130435,345,"Plot 20",520,"Yes"
"642","Trove_AA_94911",1502,0.00932090545938748,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,4.3536231884058,345,"Plot 20",520,"Yes"
"643","Trove_AA_88264",1771,0.0107284020327498,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,5.13333333333333,345,"Plot 20",520,"Yes"
"644","Trove_AA_92008",1771,0.0107284020327498,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,5.13333333333333,345,"Plot 20",520,"Yes"
"645","Mulenga_Aam-85888",1845,0.010840108401084,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,5.34782608695652,345,"Plot 20",520,"Yes"
"646","Aam-85888",1845,0.010840108401084,"D8VNT0",0.426,73,1.579e-07,58,"Ryncolin-4",345,5.34782608695652,345,"Plot 20",520,"Yes"
"647","Trove_AA_32453",1332,0.00825825825825825,"D8VNT0",0.401,77,3.243e-07,57,"Ryncolin-4",345,3.86086956521739,345,"Plot 20",520,"Yes"
"648","Trove_AA_102409",1332,0.00825825825825825,"D8VNT0",0.401,77,3.243e-07,57,"Ryncolin-4",345,3.86086956521739,345,"Plot 20",520,"Yes"
"649","Trove_AA_49672",1352,0.0051775147928994,"D8VNT0",0.401,77,3.243e-07,57,"Ryncolin-4",345,3.91884057971015,345,"Plot 20",520,"Yes"
"650","Trove_AA_88122",1421,0.00492610837438423,"D8VNT0",0.401,77,3.243e-07,57,"Ryncolin-4",345,4.11884057971015,345,"Plot 20",520,"Yes"
"651","Trove_AA_202206",1091,0.00641613198900091,"D8VNT0",0.415,73,6.656e-07,56,"Ryncolin-4",345,3.16231884057971,345,"Plot 20",520,"Yes"
"652","Trove_AA_84083",1502,0.00932090545938748,"D8VNT0",0.415,73,6.656e-07,56,"Ryncolin-4",345,4.3536231884058,345,"Plot 20",520,"Yes"
"653","Trove_AA_45675",625,0.0016,"D8VNT0",0.426,63,2.403e-05,51,"Ryncolin-4",345,1.81159420289855,345,"Plot 20",520,"Yes"
"654","Trove_AA_110241",1132,0.00176678445229681,"D8VNT0",0.426,63,2.403e-05,51,"Ryncolin-4",345,3.28115942028986,345,"Plot 20",520,"Yes"
"655","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01015186.1.p1",589,0.0101867572156197,"D8VNT0",0.378,73,4.916e-05,50,"Ryncolin-4",345,1.70724637681159,345,"Plot 20",520,"Yes"
"656","MXV01102.1",1921,0.0676730869338886,"Q9IAY4",0.242,312,6.891e-21,100,"Snake venom metalloproteinase H4 (SVMP) (EC 3.4.24.-)",357,5.38095238095238,357,"Plot 20",20,"Yes"
"657","MOY43238.1",1921,0.0676730869338886,"Q9IAY4",0.241,312,1.46e-20,99,"Snake venom metalloproteinase H4 (SVMP) (EC 3.4.24.-)",357,5.38095238095238,357,"Plot 20",20,"Yes"
"658","KAH6942481.1",1068,0.0149812734082397,"Q75WF2",0.387,359,1.787e-67,238,"Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta]",358,2.98324022346369,358,"Plot 20",195,"Yes"
"659","KAH7950443.1",1023,0.0136852394916911,"Q75WF2",0.361,293,1.241e-46,177,"Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta]",358,2.85754189944134,358,"Plot 20",195,"Yes"
"660","KAH7943924.1",606,0.0313531353135314,"Q75WF2",0.311,350,6.437e-44,169,"Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta]",358,1.6927374301676,358,"Plot 20",195,"Yes"
"661","KAH8036593.1",632,0.0253164556962025,"Q75WF2",0.305,337,3.401e-40,158,"Plancitoxin-1 (EC 3.1.22.1) (Plancitoxin I) (Plan-I) [Cleaved into: Plancitoxin-1 subunit alpha; Plancitoxin-1 subunit beta]",358,1.76536312849162,358,"Plot 20",195,"Yes"
"662","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01024701.1.p1",1106,0.0352622061482821,"B5U2W0",0.347,240,1.922e-33,138,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.07222222222222,360,"Plot 20",1505,"Yes"
"663","Trove_AA_86004",1225,0.0293877551020408,"B5U2W0",0.387,239,7.582e-41,160,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.40277777777778,360,"Plot 20",1505,"Yes"
"664","KAH6929037.1",975,0.0369230769230769,"B5U2W0",0.388,239,7.582e-41,160,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.70833333333333,360,"Plot 20",1505,"Yes"
"665","KAH7931998.1",708,0.0466101694915254,"B5U2W0",0.353,286,3.247e-43,167,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.96666666666667,360,"Plot 20",1505,"Yes"
"666","KAH7952397.1",833,0.0300120048019208,"B5U2W0",0.347,269,8.044e-39,154,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.31388888888889,360,"Plot 20",1505,"Yes"
"667","KAH7945488.1",808,0.0148514851485149,"B5U2W0",0.398,244,6.821e-44,169,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.24444444444444,360,"Plot 20",1505,"Yes"
"668","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01055350.1.p1",689,0.0537010159651669,"B5U2W0",0.315,239,4.11e-27,119,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.91388888888889,360,"Plot 20",1505,"Yes"
"669","MOY43597.1",700,0.0285714285714286,"B5U2W0",0.409,249,2.756e-47,179,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.94444444444444,360,"Plot 20",1505,"Yes"
"670","Trove_AA_110252",872,0.0160550458715596,"B5U2W0",0.403,240,6.821e-44,169,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.42222222222222,360,"Plot 20",1505,"Yes"
"671","KAH6931702.1",985,0.0213197969543147,"B5U2W0",0.4,244,3.125e-44,170,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.73611111111111,360,"Plot 20",1505,"Yes"
"672","KAG0444412.1",708,0.0225988700564972,"B5U2W0",0.408,249,2.756e-47,179,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.96666666666667,360,"Plot 20",1505,"Yes"
"673","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01054419.1.p1",808,0.0606435643564356,"B5U2W0",0.317,239,1.917e-27,120,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.24444444444444,360,"Plot 20",1505,"Yes"
"674","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01071607.1.p1",830,0.0614457831325301,"B5U2W0",0.317,239,1.917e-27,120,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.30555555555556,360,"Plot 20",1505,"Yes"
"675","KAG0419824.1",851,0.0211515863689777,"B5U2W0",0.345,254,1.868e-35,144,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.36388888888889,360,"Plot 20",1505,"Yes"
"676","KAH7938261.1",1540,0.0253246753246753,"B5U2W0",0.39,239,3.482e-41,161,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,4.27777777777778,360,"Plot 20",1505,"Yes"
"677","KAG0433279.1",944,0.0286016949152542,"B5U2W0",0.345,244,8.887e-34,139,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.62222222222222,360,"Plot 20",1505,"Yes"
"678","KAH7970396.1",708,0.038135593220339,"B5U2W0",0.31,254,1.938e-28,123,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.96666666666667,360,"Plot 20",1505,"Yes"
"679","KAH9368867.1",912,0.0153508771929825,"B5U2W0",0.411,210,1.748e-38,153,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.53333333333333,360,"Plot 20",1505,"Yes"
"680","KAH6936030.1",1542,0.0214007782101167,"B5U2W0",0.309,249,1.917e-27,120,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,4.28333333333333,360,"Plot 20",1505,"Yes"
"681","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01042130.1.p1",697,0.0444763271162123,"B5U2W0",0.329,267,1.898e-34,141,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.93611111111111,360,"Plot 20",1505,"Yes"
"682","GBXQ01005522.1.p1",1176,0.0527210884353742,"B5U2W0",0.333,240,1.955e-30,129,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.26666666666667,360,"Plot 20",1505,"Yes"
"683","GBXQ01005521.1.p1",1201,0.0524562864279767,"B5U2W0",0.333,240,1.955e-30,129,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.33611111111111,360,"Plot 20",1505,"Yes"
"684","MOY36017.1",1248,0.0504807692307692,"B5U2W0",0.319,256,9.071e-31,130,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.46666666666667,360,"Plot 20",1505,"Yes"
"685","Trove_AA_67939",859,0.0384167636786962,"B5U2W0",0.326,250,4.208e-31,131,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.38611111111111,360,"Plot 20",1505,"Yes"
"686","KAH7951426.1",1050,0.0152380952380952,"B5U2W0",0.41,205,3.891e-37,149,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.91666666666667,360,"Plot 20",1505,"Yes"
"687","KAH6930219.1",695,0.0359712230215827,"B5U2W0",0.369,329,8.366e-56,204,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.93055555555556,360,"Plot 20",1505,"Yes"
"688","KAH6930217.1",765,0.0235294117647059,"B5U2W0",0.449,252,3.81e-56,205,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.125,360,"Plot 20",1505,"Yes"
"689","Hemiscolopendra_marginata_GHBY01.transdecoder.pep_id_GHBY01000314.1.p1",772,0.0595854922279793,"B5U2W0",0.324,270,8.887e-34,139,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.14444444444444,360,"Plot 20",1505,"Yes"
"690","EEC04524.1",814,0.0442260442260442,"B5U2W0",0.287,275,8.808e-27,118,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.26111111111111,360,"Plot 20",1505,"Yes"
"691","KAG0430829.1",974,0.0564681724845996,"B5U2W0",0.288,300,1.955e-30,129,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.70555555555556,360,"Plot 20",1505,"Yes"
"692","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01023669.1.p1",1075,0.0827906976744186,"B5U2W0",0.291,285,9.018e-29,124,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.98611111111111,360,"Plot 20",1505,"Yes"
"693","EEC08768.1",785,0.0203821656050955,"B5U2W0",0.305,260,1.938e-28,123,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.18055555555556,360,"Plot 20",1505,"Yes"
"694","KAG0437487.1",785,0.021656050955414,"B5U2W0",0.305,260,1.938e-28,123,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.18055555555556,360,"Plot 20",1505,"Yes"
"695","GBXQ01009722.1.p1",937,0.0170757737459979,"B5U2W0",0.382,263,6.557e-45,172,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.60277777777778,360,"Plot 20",1505,"Yes"
"696","Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038761.1.p1",2017,0.0386712940009916,"B5U2W0",0.308,270,1.955e-30,129,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,5.60277777777778,360,"Plot 20",1505,"Yes"
"697","Trove_AA_25080",729,0.0123456790123457,"B5U2W0",0.357,272,1.598e-41,162,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.025,360,"Plot 20",1505,"Yes"
"698","GBXQ01008285.1.p1",759,0.0105401844532279,"B5U2W0",0.394,239,3.366e-42,164,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.10833333333333,360,"Plot 20",1505,"Yes"
"699","KAH9369140.1",790,0.0329113924050633,"B5U2W0",0.39,363,3.692e-69,243,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.19444444444444,360,"Plot 20",1505,"Yes"
"700","Ampulex_compressa_GFCP01.transdecoder.pep_id_GFCP01025719.1.p1",905,0.0132596685082873,"B5U2W0",0.381,264,6.557e-45,172,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.51388888888889,360,"Plot 20",1505,"Yes"
"701","MAA16570.1",863,0.0115874855156431,"B5U2W0",0.37,250,1.701e-39,156,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.39722222222222,360,"Plot 20",1505,"Yes"
"702","JAP83830.1",867,0.0115340253748558,"B5U2W0",0.37,250,1.701e-39,156,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.40833333333333,360,"Plot 20",1505,"Yes"
"703","KAH6931703.1",1063,0.0206961429915334,"B5U2W0",0.389,234,7.819e-40,157,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.95277777777778,360,"Plot 20",1505,"Yes"
"704","MDC7210894.1",995,0.04321608040201,"B5U2W0",0.326,242,1.95e-29,126,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.76388888888889,360,"Plot 20",1505,"Yes"
"705","JAP66931.1",915,0.014207650273224,"B5U2W0",0.36,251,8.253e-38,151,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.54166666666667,360,"Plot 20",1505,"Yes"
"706","MCL6769872.1",1008,0.0406746031746032,"B5U2W0",0.297,248,3.949e-25,113,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.8,360,"Plot 20",1505,"Yes"
"707","MOY36018.1",1026,0.0419103313840156,"B5U2W0",0.317,242,8.933e-28,121,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.85,360,"Plot 20",1505,"Yes"
"708","KAG0433339.1",703,0.0199146514935989,"B5U2W0",0.382,237,1.701e-39,156,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.95277777777778,360,"Plot 20",1505,"Yes"
"709","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01026765.1.p1",712,0.0617977528089888,"B5U2W0",0.245,249,4.682e-15,82,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,1.97777777777778,360,"Plot 20",1505,"Yes"
"710","GBXQ01023401.1.p1",1001,0.041958041958042,"B5U2W0",0.33,242,1.955e-30,129,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.78055555555556,360,"Plot 20",1505,"Yes"
"711","KAH6936675.1",976,0.0225409836065574,"B5U2W0",0.406,163,1.887e-26,117,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.71111111111111,360,"Plot 20",1505,"Yes"
"712","KAG0413276.1",1055,0.0274881516587678,"B5U2W0",0.232,269,2.037e-14,80,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.93055555555556,360,"Plot 20",1505,"Yes"
"713","Trove_AA_187279",1205,0.0232365145228216,"B5U2W0",0.328,212,8.434e-25,112,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,3.34722222222222,360,"Plot 20",1505,"Yes"
"714","MBY11183.1",871,0.0413318025258324,"B5U2W0",0.328,240,9.063e-30,127,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.41944444444444,360,"Plot 20",1505,"Yes"
"715","KAH9361197.1",763,0.0196592398427261,"B5U2W0",0.37,232,3.974e-36,146,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.11944444444444,360,"Plot 20",1505,"Yes"
"716","JAP82847.1",994,0.0412474849094567,"B5U2W0",0.293,230,1.609e-21,102,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.76111111111111,360,"Plot 20",1505,"Yes"
"717","KAH8024041.1",1009,0.0138751238850347,"B5U2W0",0.448,115,3.052e-19,95,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.80277777777778,360,"Plot 20",1505,"Yes"
"718","KAH7968347.1",1487,0.019502353732347,"B5U2W0",0.34,163,2.857e-18,92,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,4.13055555555556,360,"Plot 20",1505,"Yes"
"719","KAG0411558.1",878,0.0535307517084282,"B5U2W0",0.273,222,2.655e-17,89,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.43888888888889,360,"Plot 20",1505,"Yes"
"720","Microplitis_demolitor_GANH01.transdecoder.pep_id_GANH01001296.1.p1",865,0.0208092485549133,"B5U2W0",0.324,282,8.616e-36,145,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.40277777777778,360,"Plot 20",1505,"Yes"
"721","KAH7956685.1",747,0.0133868808567604,"B5U2W0",0.368,247,8.044e-39,154,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.075,360,"Plot 20",1505,"Yes"
"722","Boiga_irregularis_GBSH01_id_lcl|GBSH01000704.1_prot_JAG68321.1_1",787,0.0304955527318933,"B5U2W0",0.218,256,1.286e-10,68,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.18611111111111,360,"Plot 20",1505,"Yes"
"723","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01062335.1.p1",784,0.0318877551020408,"B5U2W0",0.223,245,1.286e-10,68,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2.17777777777778,360,"Plot 20",1505,"Yes"
"724","Bungarus_multicinctus_GIKH01.transdecoder.pep_id_GIKH01045130.1.p1",720,0.0347222222222222,"B5U2W0",0.224,249,3.016e-11,70,"Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)",360,2,360,"Plot 20",1505,"Yes"
