Species,Cat,protein_id,toxin_hit,accession_hit_description,Toxin_hit_cat
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01008458.1.p1,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003715.1.p1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01003319.1.p1,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024449.1.p1,A0A6B9KZ59,U-reduvitoxin-Pr21 (U-RDTX-Pr21) (Protease inhibitor) [Cleaved into: U-reduvitoxin-Pr21a.1 (U-RDTX-Pr21a.1); U-reduvitoxin-Pr21a.2 (U-RDTX-Pr21a.2); U-reduvitoxin-Pr21a.3 (U-RDTX-Pr21a.3)],Protease inhibitor
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01024803.1.p1,I6VXS1,Anticoagulant protein rhipilin-2,Rhipilin
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01038815.1.p1,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Pteromalus puparum,Wasp and Ants,Pteromalus_puparum_GECT01.transdecoder.pep_id_GECT01005953.1.p1,P0DJ47,Kunitz-type serine protease inhibitor BmKTT-3 (Delta-KTx 1.2),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_67586,P0DQE7,U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a),Cysteine rich protein
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_83050,P0DQF3,U-scoloptoxin(21)-Sm2a (U-SLPTX(21)-Sm2a),Cysteine rich protein
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_83117,P0DQF3,U-scoloptoxin(21)-Sm2a (U-SLPTX(21)-Sm2a),Cysteine rich protein
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-29733,P0DQG7,U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a),Cysteine rich protein
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_78577,P0DQG7,U-scoloptoxin(16)-Er13a (U-SLPTX(16)-Er13a),Cysteine rich protein
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_18810,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_58384,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_54245,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_164774,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_56606,Q8AY75,Calglandulin,Endothelial growth factor
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-524792,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_50990,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_50801,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_58769,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_174320,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_37341,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_46146,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_26626,P85031,Techylectin-like protein,Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_84400,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_198550,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_100225,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_106717,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_101239,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_104642,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_196800,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_88649,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_87032,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_204236,Q66S03,Galactose-specific lectin nattectin (CTL),Lectin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_110133,J3SDX8,Putative lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase),Lipase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_100586,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_49711,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_89996,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_88085,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_189105,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_45733,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_92635,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_102727,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_97587,B5AJT2,Venom metalloproteinase 1 (EpMP1),Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_86657,P0DM62,Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5),Metalloproteinase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_71812,B1P1J1,U33-theraphotoxin-Cg1c (U33-TRTX-Cg1c) (Jingzhaotoxin-70) (JZTX-70),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_76236,B1P1J1,U33-theraphotoxin-Cg1c (U33-TRTX-Cg1c) (Jingzhaotoxin-70) (JZTX-70),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_70389,B1P1J1,U33-theraphotoxin-Cg1c (U33-TRTX-Cg1c) (Jingzhaotoxin-70) (JZTX-70),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_70496,B1P1J1,U33-theraphotoxin-Cg1c (U33-TRTX-Cg1c) (Jingzhaotoxin-70) (JZTX-70),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_10271,Q25338,Delta-latroinsectotoxin-Lt1a (Delta-LIT-Lt1a) (Delta-latroinsectotoxin) (Delta-LIT),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_189774,Q25338,Delta-latroinsectotoxin-Lt1a (Delta-LIT-Lt1a) (Delta-latroinsectotoxin) (Delta-LIT),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_69328,Q5Y4U4,U8-agatoxin-Ao1a (U8-AGTX-Ao1a) (AgorTX_B6),Neurotoxin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_53760,F8S0Z7,Snake venom 5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase),Nucleotidase
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-1042136,L0GCW8,Toxin-like protein 14,Other
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_42282,L0GCW8,Toxin-like protein 14,Other
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_84810,P86468,Toxin Bcs III 15.09,Other
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_75989,P86468,Toxin Bcs III 15.09,Other
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-181157,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_17252,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_84525,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_50309,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_14393,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_4765,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_167979,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_109499,P0DI84,L-amino-acid oxidase (LAO) (VAA-LAAO I) (EC 1.4.3.2),Oxidase
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-546359,Q202J4,Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D),Phospholipase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_27408,Q202J4,Dermonecrotic toxin SPH (EC 4.6.1.-) (Phospholipase D) (PLD) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D),Phospholipase
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_105195,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_49411,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_33024,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_201946,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor),Protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_35989,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_175006,P0DM56,Venom peptide SjAPI-2 (Ascaris-type protease inhibitor-2),Protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_6930,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_175005,Q58L90,Venom prothrombin activator omicarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Omicarin-C non-catalytic subunit heavy chain; Omicarin-C non-catalytic subunit light chain],prothrombin activator
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-961147,I6VXS1,Anticoagulant protein rhipilin-2,Rhipilin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_40704,I6VXS1,Anticoagulant protein rhipilin-2,Rhipilin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_86004,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme),Serine protease
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_165766,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_165767,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_75575,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_70936,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_72331,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_41661,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_71522,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_68070,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_178818,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_178819,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_215945,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_200053,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_44081,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_110474,A0A3G5BID2,U-Kazal-Dg21.2,Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_99591,A0A3G5BID2,U-Kazal-Dg21.2,Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_12210,A0A3G5BID2,U-Kazal-Dg21.2,Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_85704,P0C1X2,Kunitz-type conkunitzin-S1 (Conk-S1),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_191756,P0CH75,Kunitz-type serine protease inhibitor hainantoxin F7-25.66 (Peptide F7-25.66),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_91753,P0DJ47,Kunitz-type serine protease inhibitor BmKTT-3 (Delta-KTx 1.2),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_39564,P0DJ47,Kunitz-type serine protease inhibitor BmKTT-3 (Delta-KTx 1.2),Serine protease inhibitor
Amblyomma americanum,Ticks,All_sequences_Mulenga2020_id_Aam-471922,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_24661,Q6T269,Kunitz-type serine protease inhibitor bitisilin-3 (Two-Kunitz protease inhibitor),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_191202,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_63016,Q8WPI2,Boophilin-H2,Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_173453,W4VSH9,Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Mulenga_AA_48556,W4VSH9,Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_173454,W4VSH9,Kunitz-type U19-barytoxin-Tl1a (U19-BATX-Tl1a) (Kunitz-type serine protease inhibitor Kunitz-1),Serine protease inhibitor
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_88178,D8VNT0,Ryncolin-4,Veficolin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_15719,D8VNT0,Ryncolin-4,Veficolin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_22311,D8VNT0,Ryncolin-4,Veficolin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_70867,D8VNT0,Ryncolin-4,Veficolin
Amblyomma americanum,Ticks,Trove_Mulenga_NCBI_Ambl-Am_AA_id_Trove_AA_88727,D8VNT0,Ryncolin-4,Veficolin
Amblyomma cajenese,Ticks,GBBK01.1_id_JAC22990.1,P0DQT8,Defensin BmKDfsin2,Cysteine rich protein
Amblyomma cajenese,Ticks,GBBK01.1_id_JAC19257.1,A0A2R4SV19,Venom serine protease inhibitor (AcVSPI) (VSPI) (Allergen Api m 6-like peptide),Serine protease inhibitor
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6794882.1,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6791147.1,P0DPU6,Scoloptoxin SSD20,Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6769602.1,P0DQE7,U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6770244.1,P0DQE7,U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6766849.1,P0DQE7,U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6767336.1,P0DQE7,U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6769942.1,P0DQE7,U-scoloptoxin(18)-Er1a (U-SLPTX(18)-Er1a),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6790001.1,Q2XXQ7,Cysteine-rich venom protein VAR8 (CRVP) (Cysteine-rich secretory protein VAR8) (CRISP-VAR8),Cysteine rich protein
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6786509.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6794065.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6794401.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6794602.1,P0CV91,Peroxiredoxin-4 (EC 1.11.1.24) (Thioredoxin-dependent peroxiredoxin 4),Cysteine-dependent peroxidase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6775890.1,Q8AY75,Calglandulin,Endothelial growth factor
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6790531.1,P85031,Techylectin-like protein,Lectin
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6784139.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6786436.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6782695.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6775282.1,J3RZ81,Putative endothelial lipase (EC 3.1.1.3),Lipase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6769987.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6773609.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6788776.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6782155.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6788255.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6780658.1,A0A6B9KZ40,Actin depolymerising venom protein gelsolin 1,Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6771035.1,C9D7R2,Astacin-like metalloprotease toxin 2 (EC 3.4.24.-) (Loxosceles astacin-like protease 2) (LALP2),Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6789175.1,P0DM62,Astacin-like metalloprotease toxin 5 (EC 3.4.24.-) (Loxosceles astacin-like protease 5) (LALP5),Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6794447.1,U6BLN5,Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase),Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6785513.1,U6BLN5,Venom metalloproteinase BumaMPs1 (MPs1) (EC 3.4.24.-) (Acid trehalase),Metalloproteinase
Amblyomma maculatum,Ticks,GJDI01.1_id_MCL6768238.1,V9Z9A3,Venom metalloproteinase antarease-like TserMP_B (VMPA) (EC 3.4.24.-),Metalloproteinase
