Clust_Ref,Clust_Seq,Seq_o,Rep_nb,Species,Clust_o,Clust_od
KAG0426522.1_rep9,KAG0426522.1_rep7,KAG0426522.1,7,Ixodes persulcatus ,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAG0426522.1_rep12,KAG0426522.1_rep8,KAG0426522.1,8,Ixodes persulcatus ,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAG0426522.1_rep9,KAG0426522.1_rep9,KAG0426522.1,9,Ixodes persulcatus ,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAG0430528.1_rep11,KAG0430528.1,KAG0430528.1,0,Ixodes persulcatus ,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
KAG0430528.1_rep11,KAG0430528.1_rep10,KAG0430528.1,10,Ixodes persulcatus ,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
KAG0430528.1_rep11,KAG0430528.1_rep11,KAG0430528.1,11,Ixodes persulcatus ,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
KAG0430528.1_rep11,KAG0430528.1_rep2,KAG0430528.1,2,Ixodes persulcatus ,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
KAG0430528.1_rep11,KAG0430528.1_rep3,KAG0430528.1,3,Ixodes persulcatus ,P0DPU1,Scoloptoxin SSD976 (Cysteine-rich venom protein) (CRVP)
KAG0430829.1_rep7,KAG0430829.1,KAG0430829.1,0,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0430829.1_rep7,KAG0430829.1_rep5,KAG0430829.1,5,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0430829.1_rep7,KAG0430829.1_rep6,KAG0430829.1,6,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0430829.1_rep7,KAG0430829.1_rep7,KAG0430829.1,7,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0430829.1_rep7,KAG0430829.1_rep8,KAG0430829.1,8,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0431768.1,KAG0431768.1,KAG0431768.1,0,Ixodes persulcatus ,Q8AY75,Calglandulin
KAG0433182.1,KAG0433182.1,KAG0433182.1,0,Ixodes persulcatus ,Q8AY75,Calglandulin
KAG0433279.1,KAG0433279.1,KAG0433279.1,0,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1,KAG0433339.1,0,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep10,KAG0433339.1,10,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep11,KAG0433339.1,11,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep2,KAG0433339.1,2,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep20,KAG0433339.1,20,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep22,KAG0433339.1,22,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep23,KAG0433339.1,23,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep25,KAG0433339.1,25,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep5,KAG0433339.1,5,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep6,KAG0433339.1,6,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0433339.1_rep25,KAG0433339.1_rep7,KAG0433339.1,7,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1,KAG0437487.1,0,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1_rep2,KAG0437487.1,2,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1_rep3,KAG0437487.1,3,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1_rep4,KAG0437487.1,4,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1_rep6,KAG0437487.1,6,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1_rep7,KAG0437487.1,7,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
EEC08768.1_rep4,KAG0437487.1_rep8,KAG0437487.1,8,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6926581.1_rep21,KAG0441213.1,KAG0441213.1,0,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep11,KAG0441213.1,11,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep18,KAG0441213.1,18,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep2,KAG0441213.1,2,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep5,KAG0441213.1,5,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep6,KAG0441213.1,6,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep7,KAG0441213.1,7,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep8,KAG0441213.1,8,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0441213.1_rep9,KAG0441213.1_rep9,KAG0441213.1,9,Ixodes persulcatus ,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAG0444412.1_rep2,KAG0444412.1,KAG0444412.1,0,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0444412.1_rep2,KAG0444412.1_rep12,KAG0444412.1,12,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0444412.1_rep2,KAG0444412.1_rep2,KAG0444412.1,2,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAG0444412.1_rep2,KAG0444412.1_rep3,KAG0444412.1,3,Ixodes persulcatus ,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
Trove_AA_187315,KAH6921736.1,KAH6921736.1,0,Hyalomma asiaticum,Q90WC0,Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase brevilysin L4 (SVMP) (Snake venom metalloproteinase hxl-1) (EC 3.4.24.-); Disintegrin salmosin-1 (Platelet aggregation inhibitor); Disintegrin salmosin-1 minor component (Disintegrin brevicaudin-2b)]
KAH8029447.1,KAH6921907.1,KAH6921907.1,0,Hyalomma asiaticum,Q8AY75,Calglandulin
KAH7976861.1,KAH6922639.1,KAH6922639.1,0,Hyalomma asiaticum,J3S9D9,Reticulocalbin-2 (Taipoxin-associated calcium-binding protein 49 homolog)
KAH6922786.1,KAH6922786.1,KAH6922786.1,0,Hyalomma asiaticum,P0DM55,Venom peptide SjAPI (Ascaris-type protease inhibitor)
KAH6924023.1_rep6,KAH6924023.1,KAH6924023.1,0,Hyalomma asiaticum,P0DJ47,Kunitz-type serine protease inhibitor BmKTT-3 (Delta-KTx 1.2)
KAH6924023.1_rep6,KAH6924023.1_rep6,KAH6924023.1,6,Hyalomma asiaticum,P0DJ47,Kunitz-type serine protease inhibitor BmKTT-3 (Delta-KTx 1.2)
KAH6924023.1_rep6,KAH6924023.1_rep9,KAH6924023.1,9,Hyalomma asiaticum,P0DJ47,Kunitz-type serine protease inhibitor BmKTT-3 (Delta-KTx 1.2)
KAH6925383.1_rep12,KAH6925383.1,KAH6925383.1,0,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep11,KAH6925383.1,11,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep12,KAH6925383.1,12,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep2,KAH6925383.1,2,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep3,KAH6925383.1,3,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep4,KAH6925383.1,4,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep5,KAH6925383.1,5,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep6,KAH6925383.1,6,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925383.1_rep12,KAH6925383.1_rep8,KAH6925383.1,8,Hyalomma asiaticum,P80003,Acidic phospholipase A2 PA4 (PLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) [Cleaved into: Acidic phospholipase A2 PA2]
KAH6925487.1,KAH6925487.1,KAH6925487.1,0,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH7941211.1,KAH6925487.1_rep12,KAH6925487.1,12,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH7941211.1,KAH6925487.1_rep13,KAH6925487.1,13,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep14,KAH6925487.1,14,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep2,KAH6925487.1,2,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep20,KAH6925487.1,20,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep23,KAH6925487.1,23,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep25,KAH6925487.1,25,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep3,KAH6925487.1,3,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6925487.1,KAH6925487.1_rep4,KAH6925487.1,4,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6925487.1,KAH6925487.1_rep6,KAH6925487.1,6,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep7,KAH6925487.1,7,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH7941211.1,KAH6925487.1_rep8,KAH6925487.1,8,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6925487.1_rep9,KAH6925487.1,9,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926479.1,KAH6926479.1,KAH6926479.1,0,Hyalomma asiaticum,B2BS84,Putative Kunitz-type serine protease inhibitor
KAH6926479.1,KAH6926479.1_rep4,KAH6926479.1,4,Hyalomma asiaticum,B2BS84,Putative Kunitz-type serine protease inhibitor
KAH6926582.1_rep2,KAH6926581.1,KAH6926581.1,0,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep10,KAH6926581.1,10,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep11,KAH6926581.1,11,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep14,KAH6926581.1,14,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep2,KAH6926581.1,2,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep21,KAH6926581.1,21,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep24,KAH6926581.1,24,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep25,KAH6926581.1,25,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep3,KAH6926581.1,3,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6926581.1_rep4,KAH6926581.1,4,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep5,KAH6926581.1,5,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6926581.1_rep7,KAH6926581.1,7,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep8,KAH6926581.1,8,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926581.1_rep9,KAH6926581.1,9,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6926582.1,KAH6926582.1,0,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep11,KAH6926582.1,11,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep13,KAH6926582.1,13,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6926582.1_rep16,KAH6926582.1,16,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6926582.1_rep2,KAH6926582.1,2,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep21,KAH6926582.1,21,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep3,KAH6926582.1,3,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep4,KAH6926582.1,4,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep6,KAH6926582.1,6,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926582.1_rep2,KAH6926582.1_rep7,KAH6926582.1,7,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep8,KAH6926582.1,8,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6926581.1_rep21,KAH6926582.1_rep9,KAH6926582.1,9,Hyalomma asiaticum,A0A6P8HC43,Actinia tenebrosa protease inhibitors (Carboxypeptidase inhibitor SmCI-like) [Cleaved into: ATPI-I; ATPI-II]
KAH6929037.1_rep15,KAH6929037.1,KAH6929037.1,0,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep13,KAH6929037.1,13,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep15,KAH6929037.1,15,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep2,KAH6929037.1,2,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep20,KAH6929037.1,20,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep25,KAH6929037.1,25,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep3,KAH6929037.1,3,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep4,KAH6929037.1,4,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep6,KAH6929037.1,6,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929037.1_rep15,KAH6929037.1_rep7,KAH6929037.1,7,Hyalomma asiaticum,B5U2W0,Venom serine protease Bi-VSP (EC 3.4.21.-) (Thrombin-like enzyme)
KAH6929445.1_rep19,KAH6929445.1,KAH6929445.1,0,Hyalomma asiaticum,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
KAH6929445.1_rep19,KAH6929445.1_rep19,KAH6929445.1,19,Hyalomma asiaticum,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
KAH6929445.1_rep19,KAH6929445.1_rep3,KAH6929445.1,3,Hyalomma asiaticum,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
KAH6929445.1_rep19,KAH6929445.1_rep4,KAH6929445.1,4,Hyalomma asiaticum,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
KAH6929445.1_rep19,KAH6929445.1_rep6,KAH6929445.1,6,Hyalomma asiaticum,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
KAH6929445.1_rep19,KAH6929445.1_rep7,KAH6929445.1,7,Hyalomma asiaticum,P0DV04,PI-stichotoxin-Hcr2n (PI-SHTX-Hcr2n) (Kunitz-type serine protease inhibitor HCGS1.19)
KAH6929682.1,KAH6929682.1,KAH6929682.1,0,Hyalomma asiaticum,Q8WS88,Phospholipase A2 A2-hormotoxin-Apt1a (A2-HRTX-Apt1a) (AcPLA2) (EC 3.1.1.4) (Acarc) (Phosphatidylcholine 2-acylhydrolase)
KAH6929682.1,KAH6929682.1_rep5,KAH6929682.1,5,Hyalomma asiaticum,Q8WS88,Phospholipase A2 A2-hormotoxin-Apt1a (A2-HRTX-Apt1a) (AcPLA2) (EC 3.1.1.4) (Acarc) (Phosphatidylcholine 2-acylhydrolase)
KAH6929682.1,KAH6929682.1_rep6,KAH6929682.1,6,Hyalomma asiaticum,Q8WS88,Phospholipase A2 A2-hormotoxin-Apt1a (A2-HRTX-Apt1a) (AcPLA2) (EC 3.1.1.4) (Acarc) (Phosphatidylcholine 2-acylhydrolase)
KAG0417949.1,KAH6929831.1,KAH6929831.1,0,Hyalomma asiaticum,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7)
KAG0417949.1,KAH6929831.1_rep2,KAH6929831.1,2,Hyalomma asiaticum,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7)
KAG0417949.1,KAH6929831.1_rep3,KAH6929831.1,3,Hyalomma asiaticum,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7)
KAG0417949.1,KAH6929831.1_rep4,KAH6929831.1,4,Hyalomma asiaticum,Q92035,Acetylcholinesterase (BfAChE) (EC 3.1.1.7)
